Num	Ending	Class
1	거나	1
2	니까	2
3	어야	3
4	고는	4
5	리만치	5
6	아야	6
7	으나	7
8	습니다	8
9	건대	9
10	십시오	10
11	아다	11
12	고자	12
13	으라고	13
14	는다	14
15	어다	15
16	구나	16
17	뇨	17
18	ㄴ가	18
19	다더라	19
20	으냐	20
21	에요	21
22	로구려	22
23	너라	23
24	여도	24
